"position","const","created","modified","description","Title","Title type","Directors","Dr-Faustus rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"5771","tt3629766","Sun Jan 10 03:11:59 2016","Sun Jan 10 03:11:59 2016","","B-Roll","Feature Film","Travis Long","","","95","2016","comedy","0","2016","http://www.imdb.com/title/tt3629766/"
"5772","tt5307156","Fri Feb 12 07:33:44 2016","Fri Feb 12 07:33:44 2016","","Adopted","Feature Film","Adrian Jules","","","","2016","drama, horror","0","2016","http://www.imdb.com/title/tt5307156/"
"5773","tt3974638","Thu Feb  4 10:59:09 2016","Thu Feb  4 10:59:09 2016","","Icheri Sheher","Feature Film","Ilgar Safat","","7.2","","2016","drama","13","2016-03-01","http://www.imdb.com/title/tt3974638/"
"5774","tt4896898","Fri Feb  5 02:55:45 2016","Fri Feb  5 02:55:45 2016","","Chasse-Galerie","Feature Film","Jean-Philippe Duval","","7.1","109","2016","thriller","173","2016-02-26","http://www.imdb.com/title/tt4896898/"
"5775","tt3096858","Sun Aug 16 03:27:47 2015","Sun Aug 16 03:27:47 2015","","They're Watching","Feature Film","Jay Lender, Micah Wright","","5.6","95","2016","comedy, horror, thriller","2386","2016-03-25","http://www.imdb.com/title/tt3096858/"
"5776","tt5313414","Fri Feb  5 02:57:17 2016","Fri Feb  5 02:57:17 2016","","Channo Kamli Yaar Di","Feature Film","Pankaj Batra","","6.0","144","2016","drama","105","2016-02-19","http://www.imdb.com/title/tt5313414/"
"5777","tt3469906","Thu Mar 10 12:04:06 2016","Thu Mar 10 12:04:06 2016","","Suplicio","Feature Film","Bladimir Abud","","","90","2016","comedy, drama","0","2016-04-14","http://www.imdb.com/title/tt3469906/"
"5778","tt2628514","Mon Nov  2 03:37:00 2015","Mon Nov  2 03:37:00 2015","","Nulla","Feature Film","Simon Christidis","","","","????","drama","","","http://www.imdb.com/title/tt2628514/"
"5779","tt5478254","Fri Feb 26 02:30:48 2016","Fri Feb 26 02:30:48 2016","","Shaukeen Kaminay","Feature Film","Anil Chorasiya","","7.1","125","2016","comedy, drama","24","2016-06-03","http://www.imdb.com/title/tt5478254/"
"5780","tt5460114","Mon Feb 22 12:47:49 2016","Mon Feb 22 12:47:49 2016","","Love Isn't Enough","Feature Film","Saquan Jones, Erin Ryan","","","73","2016","drama, fantasy, romance","0","2016","http://www.imdb.com/title/tt5460114/"
"5781","tt3704074","Fri Feb 26 02:29:43 2016","Fri Feb 26 02:29:43 2016","","The 86","Feature Film","Javier Mujica","","","97","2016","action, biography, crime, drama","0","2016","http://www.imdb.com/title/tt3704074/"
"5782","tt5203986","Fri Nov 27 14:11:15 2015","Fri Nov 27 14:11:15 2015","","The Hudson Tribes","Feature Film","John Marco Lopez","","","110","2016","crime, drama, romance, thriller","0","2016-10-01","http://www.imdb.com/title/tt5203986/"
"5783","tt4401882","Tue Mar 15 08:56:54 2016","Tue Mar 15 08:56:54 2016","","Animal","Feature Film","","","","","????","crime","","","http://www.imdb.com/title/tt4401882/"
"5784","tt5281318","Fri Feb 26 02:29:02 2016","Fri Feb 26 02:29:02 2016","","Kudla Cafe","Feature Film","Surya Menon","","","","2016","comedy, drama","0","2016-02-12","http://www.imdb.com/title/tt5281318/"
"5785","tt5144770","Tue Mar 22 16:08:53 2016","Tue Mar 22 16:08:53 2016","","The Bookstore","Feature Film","Alberto Diamante, Alberto Diamante","","8.8","95","2016","comedy","19","2016-06-19","http://www.imdb.com/title/tt5144770/"
"5786","tt5328630","Fri Jan 22 07:41:27 2016","Fri Jan 22 07:41:27 2016","","Hello Namasthe","Feature Film","Jayan K. Nair","","4.6","123","2016","comedy, drama","97","2016-02-19","http://www.imdb.com/title/tt5328630/"
"5787","tt3294664","Sun Dec 13 11:47:37 2015","Sun Dec 13 11:47:37 2015","","Cassidy Way","Feature Film","Harvey Lowry","","4.3","95","2016","thriller","138","2016-02-23","http://www.imdb.com/title/tt3294664/"
"5788","tt4659548","Fri Jan  8 06:31:58 2016","Fri Jan  8 06:31:58 2016","","Rebellious Flower","Feature Film","Krishan Hooda","","7.2","109","2016","biography, drama","152","2016-01-15","http://www.imdb.com/title/tt4659548/"
"5789","tt3406616","Mon Feb 22 12:40:49 2016","Mon Feb 22 12:40:49 2016","","All Beef","Feature Film","Marki Henderson, Gabrielle Henderson","","","82","2016","comedy","0","2016","http://www.imdb.com/title/tt3406616/"
"5790","tt3570530","Thu Mar 10 12:07:53 2016","Thu Mar 10 12:07:53 2016","","Sawaari","Feature Film","Guhan Senniappan","","6.6","118","2016","thriller","63","2016-03-18","http://www.imdb.com/title/tt3570530/"
"5791","tt5462400","Mon Feb 22 12:45:44 2016","Mon Feb 22 12:45:44 2016","","Koblic","Feature Film","Sebastián Borensztein","","6.4","92","2016","drama, thriller","517","2016-04-14","http://www.imdb.com/title/tt5462400/"
"5792","tt5733650","Thu May 26 04:18:30 2016","Thu May 26 04:18:30 2016","","White Paint","Feature Film","Rob Darren","","","80","2016","fantasy","0","2016-10-10","http://www.imdb.com/title/tt5733650/"
"5793","tt3421480","Thu Mar 19 05:14:00 2015","Thu Mar 19 05:14:00 2015","","Galahad","Feature Film","","","","","????","action, adventure, fantasy","","","http://www.imdb.com/title/tt3421480/"
"5794","tt5304206","Fri Feb 26 02:28:17 2016","Fri Feb 26 02:28:17 2016","","Master Plan","Feature Film","Chris Lythgoe","","","60","2016","crime, drama","0","2016-01","http://www.imdb.com/title/tt5304206/"
"5795","tt4170972","Fri Feb 26 02:30:09 2016","Fri Feb 26 02:30:09 2016","","End of the Trail","Feature Film","Barry Tolli","","","77","2016","drama","0","2016","http://www.imdb.com/title/tt4170972/"
"5796","tt4949162","Tue Sep  8 07:52:45 2015","Tue Sep  8 07:52:45 2015","","Tri","Feature Film","Jai Jamison","","5.1","110","2016","comedy, drama, sport","184","2016-04-16","http://www.imdb.com/title/tt4949162/"
"5797","tt3728036","Thu Feb  4 11:00:10 2016","Thu Feb  4 11:00:10 2016","","Infección Zombi","Feature Film","Jacint Espuny","","","","2016","horror","0","2016-03-10","http://www.imdb.com/title/tt3728036/"
"5798","tt3620942","Fri May  6 04:22:16 2016","Fri May  6 04:22:16 2016","","Z.O.B","Feature Film","Mikel Ravenscroft","","","","????","drama","","","http://www.imdb.com/title/tt3620942/"
"5799","tt5348966","Thu Mar 10 12:03:15 2016","Thu Mar 10 12:03:15 2016","","A Promise of Time Travel","Feature Film","Craig Jessen","","","88","2016","drama, mystery, sci_fi","0","2016","http://www.imdb.com/title/tt5348966/"
"5800","tt5331886","Mon Feb 22 12:42:28 2016","Mon Feb 22 12:42:28 2016","","Dhaka Dream","Feature Film","Proshoon Rahman","","","120","????","drama","","","http://www.imdb.com/title/tt5331886/"
"5801","tt5559494","Wed Apr 13 10:45:52 2016","Wed Apr 13 10:45:52 2016","","Valderama","Feature Film","Abbas Amini","","5.5","91","2016","drama","8","2016-02-15","http://www.imdb.com/title/tt5559494/"
"5802","tt5122092","Thu Oct 29 11:37:34 2015","Thu Oct 29 11:37:34 2015","","House of Salem","Feature Film","James Crow","","6.2","100","2016","horror","12","2016-08-27","http://www.imdb.com/title/tt5122092/"
"5803","tt5239114","Wed Apr 13 10:45:22 2016","Wed Apr 13 10:45:22 2016","","Wedding Heist","Feature Film","Chris Ekstein","","","","????","comedy, crime, romance","","","http://www.imdb.com/title/tt5239114/"
"5804","tt3843216","Sun Apr  5 09:48:11 2015","Sun Apr  5 09:48:11 2015","","Hot Wind","Feature Film","David J. Schweitzer","","","","????","action, drama, western","","","http://www.imdb.com/title/tt3843216/"
"5805","tt5127182","Mon Nov  2 03:39:58 2015","Mon Nov  2 03:39:58 2015","","The Reluctant Polyglot","Feature Film","Charles Swain","","","90","2016","drama","0","2016-02-05","http://www.imdb.com/title/tt5127182/"
"5806","tt5559308","Wed Mar 23 01:12:02 2016","Wed Mar 23 01:12:02 2016","","6A","Feature Film","Peter Modestij","","7.1","61","2016","drama","18","2016-02-17","http://www.imdb.com/title/tt5559308/"
"5807","tt5143434","Tue Mar 15 08:57:42 2016","Tue Mar 15 08:57:42 2016","","Sightlines","Feature Film","Mahogany J. Slide","","","","2016","drama","0","2016","http://www.imdb.com/title/tt5143434/"
"5808","tt4828940","Tue Sep  8 07:55:35 2015","Tue Sep  8 07:55:35 2015","","Never Go Back","Feature Film","Durden Godfrey","","","","????","adventure, drama","","","http://www.imdb.com/title/tt4828940/"
"5809","tt4049788","Thu Mar 10 12:05:24 2016","Thu Mar 10 12:05:24 2016","","CAL·12","Feature Film","Frank S Petrilli","","","","????","crime, drama, thriller","","","http://www.imdb.com/title/tt4049788/"
"5810","tt1762253","Thu Mar 19 05:17:02 2015","Thu Mar 19 05:17:02 2015","","Dave of the Dead","Feature Film","Shaun O'Sullivan","","","","????","comedy, horror","","","http://www.imdb.com/title/tt1762253/"
"5811","tt4269746","Thu Oct 29 11:39:25 2015","Thu Oct 29 11:39:25 2015","","The Matchbreaker","Feature Film","Caleb Vetter","","5.5","94","2016","comedy, romance","617","2016-10-07","http://www.imdb.com/title/tt4269746/"
"5812","tt3108988","Sun Dec 13 11:46:11 2015","Sun Dec 13 11:46:11 2015","","Paranormal Activity Security Squad","Feature Film","Alexander Wraith","","5.4","","2016","comedy, horror","5","2016-02-13","http://www.imdb.com/title/tt3108988/"
"5813","tt4945858","Wed Mar  2 02:07:04 2016","Wed Mar  2 02:07:04 2016","","Redneck Christmas","Feature Film","","","","","????","comedy","","","http://www.imdb.com/title/tt4945858/"
"5814","tt5464840","Wed Mar  2 03:55:33 2016","Wed Mar  2 03:55:33 2016","","Odd Crows","Feature Film","Pat Kaz","","","76","2016","comedy","0","2016","http://www.imdb.com/title/tt5464840/"
"5815","tt3617270","Sun Aug  2 08:40:48 2015","Sun Aug  2 08:40:48 2015","","Memoir of a Cannibal","Feature Film","L.B. Hyams","","","73","2016","fantasy, horror, thriller","0","2016-10-31","http://www.imdb.com/title/tt3617270/"
"5816","tt3762020","Wed Feb 10 04:32:29 2016","Wed Feb 10 04:32:29 2016","","Where Horses Go to Die","Feature Film","Antony Hickling","","","67","2016","drama","0","2016-09-15","http://www.imdb.com/title/tt3762020/"
"5817","tt5161314","Wed Mar 23 01:09:55 2016","Wed Mar 23 01:09:55 2016","","Finding Groovopolis","Feature Film","Wil Kristin","","","","2016","","0","2016","http://www.imdb.com/title/tt5161314/"
"5818","tt5298180","Wed Apr 13 10:46:41 2016","Wed Apr 13 10:46:41 2016","","Derzhi udar, detka!","Feature Film","Araik Oganesyan","","5.1","","2016","comedy","36","2016-10-06","http://www.imdb.com/title/tt5298180/"
"5819","tt3116888","Sat Mar  5 04:20:57 2016","Sat Mar  5 04:20:57 2016","","... Re: yakshaprashne","Feature Film","Sunil Kumar Desai","","8.6","","2016","comedy","5","2016-03-04","http://www.imdb.com/title/tt3116888/"
"5820","tt5252026","Tue Mar 15 08:55:11 2016","Tue Mar 15 08:55:11 2016","","Walk Together","Feature Film","William Hadden","","","","2016","romance","0","2016","http://www.imdb.com/title/tt5252026/"
"5821","tt5350098","Thu Mar 10 12:06:52 2016","Thu Mar 10 12:06:52 2016","","Gritos del Monday","Feature Film","Hector Xiix Rodriguez","","5.3","","2016","horror","11","2016-02-19","http://www.imdb.com/title/tt5350098/"
"5822","tt5735758","Thu May 26 04:17:45 2016","Thu May 26 04:17:45 2016","","9 Bares","Feature Film","Ángel Puado Veloso","","","92","2016","comedy","0","2016-02-19","http://www.imdb.com/title/tt5735758/"
"5823","tt3135556","Thu Oct 29 11:38:46 2015","Thu Oct 29 11:38:46 2015","","Jimmy Vestvood: Amerikan Hero","Feature Film","Jonathan Kesselman","","5.5","84","2016","comedy","1176","2016-05-13","http://www.imdb.com/title/tt3135556/"
"5824","tt4774192","Fri Feb 19 02:46:32 2016","Fri Feb 19 02:46:32 2016","","The Perfect Plan","Feature Film","","","","70","2016","action, romance","0","2016","http://www.imdb.com/title/tt4774192/"
"5825","tt1988832","Fri Feb 19 02:42:36 2016","Fri Feb 19 02:42:36 2016","","The Contract","Feature Film","Wendy Crouse","","","70","????","action, thriller","","","http://www.imdb.com/title/tt1988832/"
"5826","tt5113918","Wed Mar 23 01:10:48 2016","Wed Mar 23 01:10:48 2016","","Facing Berlin","Feature Film","Shaune Bordere","","","","????","history","","","http://www.imdb.com/title/tt5113918/"
"5827","tt2238735","Thu Mar 19 05:17:34 2015","Thu Mar 19 05:17:34 2015","","Asuya","Feature Film","Stephan Parent","","6.0","","2016","action, sci_fi, thriller","5","2016-04-05","http://www.imdb.com/title/tt2238735/"
"5828","tt3663640","Thu Mar 19 05:18:09 2015","Thu Mar 19 05:18:09 2015","","The Phantom of the Opera Animated Feature","Feature Film","Chris Busuttil, N.G. Nash","","","","????","animation, drama, horror","","","http://www.imdb.com/title/tt3663640/"
"5829","tt4302012","Thu Mar 10 12:05:54 2016","Thu Mar 10 12:05:54 2016","","Cascadia","Feature Film","Michael Bachochin","","","","????","horror, thriller","","","http://www.imdb.com/title/tt4302012/"
"5830","tt2251014","Thu Mar 19 05:18:35 2015","Thu Mar 19 05:18:35 2015","","Simontology","Feature Film","Bryan Watkins","","","","????","comedy","","","http://www.imdb.com/title/tt2251014/"
"5831","tt5368732","Thu Feb 11 05:18:33 2016","Thu Feb 11 05:18:33 2016","","Vi de udsatte","Feature Film","Niels Christiansen","","","","2016","news","0","2016-01-16","http://www.imdb.com/title/tt5368732/"
"5832","tt5122948","Thu Oct 29 11:42:20 2015","Thu Oct 29 11:42:20 2015","","S.A.D Sitting and Drinking","Feature Film","James With","","","","2016","comedy, drama, mystery","0","2016-04-01","http://www.imdb.com/title/tt5122948/"
"5833","tt4531868","Fri Feb 19 02:43:23 2016","Fri Feb 19 02:43:23 2016","","Dead Along the Way","Feature Film","Maurice O'Carroll","","8.8","","2016","comedy","17","2016-07-06","http://www.imdb.com/title/tt4531868/"
"5834","tt3953186","Tue Dec 29 01:54:28 2015","Tue Dec 29 01:54:28 2015","","The Tribe","Feature Film","Roxy Shih","","8.6","97","2016","drama, sci_fi, thriller","16","2016-05-13","http://www.imdb.com/title/tt3953186/"
"5835","tt5088884","Fri Jan 22 07:44:00 2016","Fri Jan 22 07:44:00 2016","","Finders Keepers","Feature Film","Maynard Kraak","","","","2016","comedy","0","2016","http://www.imdb.com/title/tt5088884/"
"5836","tt3026074","Fri Feb 12 07:34:30 2016","Fri Feb 12 07:34:30 2016","","The 12 Lives of Sissy Carlyle","Feature Film","Fran Burst-Terranella","","","94","2016","comedy, drama","0","2016","http://www.imdb.com/title/tt3026074/"
"5837","tt5216606","Tue Mar  1 11:45:27 2016","Tue Mar  1 11:45:27 2016","","The Nameless Alley","Feature Film","Hatef Alimardani","","5.9","83","2016","drama","319","2016-02-11","http://www.imdb.com/title/tt5216606/"
"5838","tt5212726","Thu Mar 10 12:02:45 2016","Thu Mar 10 12:02:45 2016","","Space People","Feature Film","Adam Griswold","","","105","2016","action, adventure, comedy, sci_fi","0","2016-02-08","http://www.imdb.com/title/tt5212726/"
"5839","tt3198476","Tue Mar  1 11:44:34 2016","Tue Mar  1 11:44:34 2016","","Social Norm","Feature Film","Dillon Vibbart","","","99","2016","comedy, drama, family, romance, thriller","0","2016","http://www.imdb.com/title/tt3198476/"
"5840","tt5254728","Wed Feb  3 04:27:09 2016","Wed Feb  3 04:27:09 2016","","Ugly Sweater Party","Feature Film","Aaron Mento","","","","2016","horror","0","2016","http://www.imdb.com/title/tt5254728/"
"5841","tt3607252","Thu Dec 24 20:18:42 2015","Thu Dec 24 20:18:42 2015","","Sink","Feature Film","Brett Michael Innes","","8.6","115","2016","drama","102","2016-03-18","http://www.imdb.com/title/tt3607252/"
"5842","tt5310246","Wed Mar  2 02:10:41 2016","Wed Mar  2 02:10:41 2016","","Un honneur debout","Feature Film","Ahmed Baidou","","","","2016","history","0","2016","http://www.imdb.com/title/tt5310246/"
"5843","tt5454480","Fri Feb 19 02:48:44 2016","Fri Feb 19 02:48:44 2016","","Third World Boys","Feature Film","Shahal Sasidharan, Ayyappa Swaroop","","","","2016","adventure, comedy","0","2016","http://www.imdb.com/title/tt5454480/"
"5844","tt5332310","Thu Feb  4 11:03:11 2016","Thu Feb  4 11:03:11 2016","","Aalroopangal","Feature Film","C.V. Premkumar","","5.4","135","2016","drama","8","2016-01-08","http://www.imdb.com/title/tt5332310/"
"5845","tt2794684","Tue Sep  8 07:54:09 2015","Tue Sep  8 07:54:09 2015","","Gatwick Gangsters","Feature Film","Sid Clack, David Manning","","","106","2016","drama","0","2016-04-02","http://www.imdb.com/title/tt2794684/"
"5846","tt3517776","Thu Oct 29 11:43:02 2015","Thu Oct 29 11:43:02 2015","","Halfway","Feature Film","Ben Caird","","","103","2016","drama","0","2016-12-02","http://www.imdb.com/title/tt3517776/"
"5847","tt2404379","Thu Oct 29 11:40:16 2015","Thu Oct 29 11:40:16 2015","","Space Command","Feature Film","Marc Scott Zicree","","","","2016","sci_fi","0","2016","http://www.imdb.com/title/tt2404379/"
"5848","tt5312306","Sun Jan 17 01:55:43 2016","Sun Jan 17 01:55:43 2016","","Klassikokkutulek","Feature Film","René Vilbre","","6.5","90","2016","comedy","557","2016-02-19","http://www.imdb.com/title/tt5312306/"
"5849","tt3231530","Fri Feb 19 02:45:47 2016","Fri Feb 19 02:45:47 2016","","The Journey to Aresmore","Feature Film","Adam Starks","","","","2016","action, adventure, fantasy, sci_fi","0","2016-01-01","http://www.imdb.com/title/tt3231530/"
"5850","tt4443922","Thu Oct 29 11:43:38 2015","Thu Oct 29 11:43:38 2015","","Native","Feature Film","Daniel Fitzsimmons","","6.5","88","2016","drama, sci_fi","27","2016-02-13","http://www.imdb.com/title/tt4443922/"
"5851","tt5317914","Fri Feb 19 02:43:49 2016","Fri Feb 19 02:43:49 2016","","Ledokol","Feature Film","Nikolay Khomeriki","","6.5","","2016","action, drama","508","2016-10-20","http://www.imdb.com/title/tt5317914/"
"5852","tt5195390","Fri Jan 29 14:05:05 2016","Fri Jan 29 14:05:05 2016","","Grand Hotel","Feature Film","Arild Fröhlich","","6.1","95","2016","comedy, drama","153","2016-04-08","http://www.imdb.com/title/tt5195390/"
"5853","tt5446642","Sun Feb 14 01:11:16 2016","Sun Feb 14 01:11:16 2016","","Garra Mortal","Feature Film","Gaston Omar Cha, Juan Manuel Olmedo","","","","????","action","","","http://www.imdb.com/title/tt5446642/"
"5854","tt3564858","Mon Feb  1 02:46:58 2016","Mon Feb  1 02:46:58 2016","","Last Call at Murray's","Feature Film","Linda Palmer","","9.0","105","2016","comedy, drama, romance","42","2016-03-05","http://www.imdb.com/title/tt3564858/"
"5855","tt5341056","Wed Feb 17 05:01:13 2016","Wed Feb 17 05:01:13 2016","","O Escaravelho do Diabo","Feature Film","Carlo Milani","","5.7","","2016","adventure, mystery","186","2016-04-14","http://www.imdb.com/title/tt5341056/"
"5856","tt2352868","Thu Mar 19 05:20:52 2015","Thu Mar 19 05:20:52 2015","","Mangina","Feature Film","George Moreno, David Alexander Topf","","","","????","comedy","","","http://www.imdb.com/title/tt2352868/"
"5857","tt2380716","Sun Aug  2 08:42:15 2015","Sun Aug  2 08:42:15 2015","","The Art of Storytelling","Feature Film","Isaac Gabaeff","","","90","2016","animation, comedy","0","2016-07","http://www.imdb.com/title/tt2380716/"
"5858","tt5191238","Tue Dec 29 01:53:56 2015","Tue Dec 29 01:53:56 2015","","Dedemin Fisi","Feature Film","Meltem Bozoflu","","5.7","100","2016","comedy, family","1488","2016-01-22","http://www.imdb.com/title/tt5191238/"
